Gene,SRR5886303,SRR5886304,SRR5886305,SRR5886306
LOC105377975,0,0,0,0
LOC105378047,11,10,8,8
LOC105378052,0,0,0,0
LOC105378068,0,0,0,0
LOC105378098,0,0,0,0
LOC105378123,0,0,0,0
LOC105378127,0,0,0,0
LOC105378137,0,0,0,0
LOC105378146,0,0,0,0
LOC105378183,0,0,0,0
LOC105378230,0,0,0,0
LOC105378269,0,0,0,0
LOC105378292,0,0,0,0
LOC105378305,0,0,0,0
LOC105378311,0,0,0,0
LOC105378330,0,0,0,0
LOC105378367,0,0,0,0
LOC105378430,0,0,0,0
LOC105378479,0,0,0,0
LOC105378577,3,1,0,1
LOC105378586,0,0,1,3
LOC105378591,0,0,0,0
LOC105378614,0,0,0,0
LOC105378663,7,12,10,8
LOC105378933,0,0,0,0
LOC105378979,0,0,0,0
LOC105379030,0,0,0,0
LOC105379143,1,1,0,2
LOC105379152,8,11,5,9
LOC105379176,3,1,1,2
LOC105379183,1,1,0,0
LOC105379192,0,0,0,0
LOC105379194,1,0,1,2
LOC105379252,0,0,0,0
LOC105379331,0,0,0,0
LOC105379393,0,0,0,0
LOC105379443,0,0,0,0
LOC105379450,0,0,0,0
LOC105379477,0,0,0,0
LOC105379514,0,0,0,0
LOC105379550,0,0,0,0
LOC105379807,0,0,0,0
LOC105447645,2,0,2,0
LOC105747689,52,53,40,22
LOC106660606,3,2,5,5
LOC106699570,7,14,4,2
LOC106780825,0,0,0,0
LOC107001062,0,0,8,2
LOC107105282,0,0,0,0
LOC107984035,54,53,12,20
LOC107984036,80,58,45,37
LOC107984132,0,0,0,0
LOC107984208,1,0,0,1
LOC107984236,1,3,5,1
LOC107984265,0,0,0,0
LOC107984282,3,12,9,8
LOC107984341,0,0,3,0
LOC107984399,0,0,0,0
LOC107984507,2,0,0,0
LOC107984703,0,0,0,0
LOC107984784,0,0,0,0
LOC107984813,7,4,10,5
LOC107984974,0,5,1,7
LOC107985033,0,0,0,0
LOC107985184,7,5,6,0
LOC107985246,133,148,74,60
LOC107985355,0,1,0,0
LOC107985544,58,50,35,33
LOC107985770,1,2,0,1
LOC107985820,0,0,0,0
LOC107985856,0,1,1,2
LOC107985911,40,20,32,32
LOC107985939,111,85,142,93
LOC107985946,2,2,2,0
LOC107986163,6,3,16,10
LOC107986453,0,0,0,0
LOC107986794,0,0,0,0
LOC107986845,0,0,0,0
LOC107986876,2,0,2,3
LOC107987389,0,0,0,0
LOC108783645,0,1,0,0
LOC108783654,147,59,170,145
LOC110091768,9,17,7,3
LOC110091776,0,0,0,0
LOC110091777,0,1,0,0
LOC110117498-PIK3R3,0,0,0,0
LOC110384692,0,0,0,0
LOC112267871,6,2,3,2
LOC112267881,0,0,0,0
LOC112267934,0,0,0,0
LOC112267983,23,17,17,8
LOC112268068,0,0,0,0
LOC112268114,0,0,0,0
LOC112268117,0,0,0,0
LOC112268124,41,52,17,30
LOC112268140,11,4,6,8
LOC112268173,0,0,0,0
LOC112268354,0,0,0,0
LOC112268355,0,0,0,0
LOC112543491,116,134,117,73
LOC112577516,0,0,0,0
LOC112577592,0,0,0,0
LOC112694756,306,168,523,299
LOC114483834,13,12,20,8
LOC114841035,0,0,2,4
LOC114841037,0,0,0,0
LOC114841040,1,8,10,2
LOC115308161,39,44,23,11
LOC115995503,0,0,0,0
LOC143666,5,2,23,14
LOC145474,30,39,36,24
LOC145694,35,34,20,16
LOC145783,18,8,14,3
LOC145845,1,0,0,1
LOC148696,1,0,1,0
LOC148709,13,9,4,3
LOC149373,0,0,0,0
LOC149684,0,0,0,0
LOC150051,9,6,10,5
LOC150935,0,0,0,0
LOC152048,126,51,89,80
LOC153684,125,60,91,100
LOC153910,0,0,0,0
LOC154449,0,0,0,0
LOC154761,0,2,2,1
LOC155060,117,36,72,78
LOC157273,0,0,0,0
LOC158434,1,0,0,0
LOC158435,0,0,0,0
LOC171391,34,19,45,21
LOC200772,0,0,0,5
LOC202181,0,1,3,6
LOC220729,474,359,399,356
LOC221946,0,0,1,0
LOC254028,0,0,0,0
LOC254896,3,2,0,1
LOC257396,73,44,60,51
LOC283028,0,0,0,0
LOC283038,0,0,1,0
LOC283045,0,0,0,0
LOC283177,0,0,0,0
LOC283194,0,0,0,0
LOC283214,1,0,0,0
LOC283299,1,3,0,0
LOC283335,114,60,157,147
LOC283387,0,0,0,1
LOC283665,0,0,0,0
LOC283683,1,0,0,0
LOC283710,4,1,13,8
LOC283731,0,0,0,0
LOC283788,123,114,103,70
LOC283856,1,3,1,0
LOC283922,282,208,363,357
LOC284009,14,8,18,26
LOC284191,0,0,0,0
LOC284240,0,0,0,0
LOC284241,1,0,0,0
LOC284344,12,14,0,3
LOC284379,0,0,0,0
LOC284395,0,0,0,0
LOC284412,0,0,0,0
LOC284454,2223,1060,2444,2089
LOC284581,10,6,7,1
LOC284788,0,0,0,0
LOC284798,0,0,0,0
LOC284865,4,2,8,3
LOC284898,0,0,0,0
LOC284930,0,0,0,0
LOC284933,0,0,0,0
LOC284950,0,0,1,0
LOC285000,0,0,0,0
LOC285074,289,194,187,149
LOC285095,0,0,0,0
LOC285097,3,2,2,4
LOC285191,0,0,0,0
LOC285593,0,0,0,0
LOC285626,4,1,3,0
LOC285638,20,17,10,18
LOC285762,0,0,0,0
LOC285766,0,0,0,0
LOC285804,0,0,0,0
LOC285819,0,0,0,0
LOC285847,1,0,0,2
LOC285889,0,0,0,0
LOC286059,2,2,4,2
LOC286083,0,0,0,0
LOC286177,0,0,0,0
LOC286178,2,1,0,0
LOC286297,0,0,0,0
LOC286359,0,0,0,0
LOC286437,81,58,98,60
LOC338694,1,6,0,0
LOC338963,2,0,0,0
LOC339059,0,0,0,0
LOC339166,0,0,0,0
LOC339192,16,17,16,13
LOC339260,4,0,0,0
LOC339298,0,0,0,0
LOC339539,3,0,0,0
LOC339593,0,0,0,0
LOC339666,0,0,0,0
LOC339685,0,0,1,1
LOC339803,790,659,357,257
LOC339862,0,0,0,0
LOC339874,2,3,4,5
LOC339902,0,0,0,0
LOC339975,0,0,0,0
LOC340090,0,0,0,0
LOC340357,0,0,0,0
LOC340512,0,0,0,0
LOC341056,4,18,6,2
LOC343052,0,0,0,0
LOC344967,8,0,7,2
LOC349160,0,0,0,0
LOC374443,256,244,144,106
LOC375196,0,0,0,0
LOC388242,0,0,0,0
LOC388282,3,0,4,7
LOC388436,0,0,0,0
LOC388780,0,0,0,0
LOC388813,0,0,0,0
LOC389199,1,2,1,3
LOC389247,10,9,15,5
LOC389602,53,51,2,4
LOC389641,153,128,166,112
LOC389705,0,0,0,0
LOC389765,164,144,160,119
LOC389831,357,331,276,228
LOC389834,98,85,90,85
LOC389895,0,0,0,0
LOC389906,420,296,464,339
LOC390705,0,0,0,0
LOC390877,0,0,0,0
LOC391322,0,0,0,0
LOC392196,0,0,0,0
LOC392232,0,0,0,0
LOC392364,0,0,0,0
LOC392452,0,0,0,0
LOC399815,300,310,156,118
LOC399975,145,170,143,132
LOC400464,0,0,0,0
LOC400499,13,1,56,49
LOC400541,0,0,0,0
LOC400553,0,0,0,0
LOC400622,0,0,0,0
LOC400627,0,1,0,0
LOC400682,0,0,0,0
LOC400684,37,27,18,23
LOC400710,1,1,0,0
LOC400867,1,1,3,2
LOC400940,0,0,0,0
LOC401021,4,0,9,3
LOC401127,6,9,8,1
LOC401176,0,0,0,0
LOC401261,297,265,243,187
LOC401312,8,23,5,2
LOC401324,0,0,0,0
LOC401357,0,0,0,0
LOC401442,0,0,0,0
LOC401463,0,0,0,0
LOC401478,0,0,0,0
LOC401557,0,0,0,0
LOC402096,1,0,0,1
LOC403312,0,0,0,0
LOC407835,82,30,114,102
LOC414300,6,11,19,3
LOC439933,1,0,0,0
LOC440040,0,0,0,0
LOC440084,0,0,0,0
LOC440173,0,0,0,0
LOC440300,0,0,0,0
LOC440311,3,2,6,8
LOC440346,3,0,0,0
LOC440570,1,0,0,1
LOC440700,2,1,2,4
LOC440895,0,0,0,0
LOC440896,0,0,0,0
LOC440910,7,5,10,1
LOC440982,0,0,0,0
LOC441052,0,0,0,0
LOC441081,0,0,0,0
LOC441086,1,0,0,0
LOC441087,11,9,9,0
LOC441155,181,135,159,104
LOC441179,0,0,0,0
LOC441204,6,9,0,2
LOC441242,84,65,57,44
LOC441455,11,15,13,10
LOC441601,0,1,0,0
LOC441666,0,0,0,0
LOC442028,0,0,0,0
LOC442132,0,1,0,0
LOC442497,0,0,0,0
LOC494127,2,2,4,0
LOC497256,0,0,0,0
LOC51145,0,4,1,0
LOC541473,0,0,0,0
LOC550113,0,0,0,0
LOC554206,10,17,14,6
LOC554249,0,0,0,0
LOC574538,0,0,0,0
LOC606724,0,0,0,0
LOC613038,0,0,0,0
LOC613206,0,0,2,0
LOC613266,0,0,0,0
LOC641746,0,0,0,0
LOC642131,0,0,0,0
LOC642361,28,18,15,19
LOC642366,0,0,0,0
LOC642484,0,0,0,0
LOC642648,8,4,12,1
LOC642846,288,134,424,335
LOC642929,0,0,0,0
LOC642943,0,0,0,0
LOC643072,29,42,53,13
LOC643201,5,1,1,2
LOC643327,0,0,0,0
LOC643339,1,0,1,3
LOC643387,2,1,1,2
LOC643406,0,4,0,2
LOC643441,0,0,0,0
LOC643542,0,4,0,0
LOC643711,0,0,0,0
LOC643802,0,0,0,0
LOC644090,0,0,0,0
LOC644135,42,68,1,0
LOC644189,0,1,0,0
LOC644215,6,4,5,0
LOC644285,9,2,9,2
LOC644554,0,0,0,0
LOC644634,0,0,0,0
LOC644656,204,182,187,131
LOC644669,0,0,0,0
LOC644936,1,3,2,4
LOC645177,0,0,0,0
LOC645188,0,0,0,0
LOC645202,0,0,0,0
LOC645485,2,0,0,0
LOC645513,206,183,164,152
LOC645752,1,0,0,0
LOC645967,15,1,7,5
LOC646029,3,0,0,0
LOC646030,11,4,1,1
LOC646214,12,10,2,4
LOC646471,32,9,28,20
LOC646548,0,0,0,0
LOC646588,0,0,1,0
LOC646626,4,15,2,7
LOC646652,0,0,0,0
LOC646736,0,1,0,0
LOC646762,659,503,402,332
LOC646813,0,0,0,0
LOC646903,25,31,12,9
LOC646938,0,1,0,0
LOC647070,34,25,16,24
LOC647264,0,0,0,0
LOC648987,558,530,397,297
LOC649133,0,0,0,0
LOC649352,0,0,0,0
LOC650226,0,0,0,0
LOC651337,0,0,0,0
LOC652276,71,42,73,76
LOC653160,9,5,11,2
LOC653513,45,37,3,4
LOC653653,286,322,134,106
LOC653712,28,4,21,21
LOC654780,0,0,0,0
LOC727751,0,0,0,0
LOC727896,318,444,469,374
LOC728024,28,40,36,33
LOC728095,0,0,0,0
LOC728158,1,0,3,0
LOC728196,0,0,0,0
LOC728392,0,1,0,0
LOC728485,0,0,0,0
LOC728554,291,227,342,216
LOC728613,661,597,484,334
LOC728660,0,0,0,0
LOC728673,135,100,90,65
LOC728715,15,26,47,38
LOC728739,2,6,3,2
LOC728743,17,9,14,22
LOC728752,20,20,4,4
LOC728755,0,0,0,0
LOC728975,20,19,34,21
LOC728989,0,1,0,0
LOC729080,1,10,1,0
LOC729218,217,78,152,146
LOC729254,0,1,0,0
LOC729291,80,107,38,34
LOC729296,0,0,0,0
LOC729558,0,0,0,0
LOC729603,338,295,194,175
LOC729609,15,2,5,6
LOC729652,7,7,14,8
LOC729681,0,0,0,0
LOC729683,0,0,0,1
LOC729732,9,1,6,2
LOC729737,0,1,0,0
LOC729815,0,0,1,0
LOC729867,9,8,12,6
LOC729870,16,12,10,5
LOC729930,0,1,1,0
LOC729966,0,0,0,0
LOC729968,0,0,0,0
LOC729970,23,22,16,7
LOC730098,12,5,25,15
LOC730100,0,0,0,0
LOC730101,33,45,6,4
LOC730183,13,3,12,6
LOC730202,17,11,20,16
LOC730234,4,3,1,6
LOC730268,245,266,116,103
LOC730338,0,1,0,0
LOC730668,8,6,14,11
LOC731157,20,16,15,5
LOC780529,0,0,0,0
LOC79999,0,0,0,0
LOC90246,1,5,9,7
LOC91370,0,0,0,0
LOC91450,9,0,2,1
LOC91548,3,1,1,1
LOC93429,24,19,41,18
LOC93463,1,0,2,2
LOC93622,592,573,566,364
LOH12CR2,6,10,4,4
LONP1,2773,964,2672,2465
LONP2,2208,1679,3743,2897
LONRF1,725,762,550,419
LONRF2,27,9,15,20
LONRF3,1708,1395,1019,746
LORICRIN,0,0,0,0
LOX,2342,1836,380,411
LOXHD1,0,0,0,0
LOXL1,33,7,11,14
LOXL1-AS1,35,21,9,13
LOXL2,5553,2694,1960,1779
LOXL3,99,45,69,63
LOXL4,259,125,85,47
LPA,1,0,0,0
LPAL2,198,120,62,39
LPAR1,127,86,288,245
LPAR2,25,13,31,38
LPAR3,0,0,1,0
LPAR4,1,0,0,0
LPAR5,0,0,1,0
LPAR6,0,0,0,0
LPCAT1,1266,915,3613,3021
LPCAT2,348,370,163,155
LPCAT3,594,340,962,810
LPCAT4,133,49,372,268
LPGAT1,4758,4618,3702,2824
LPGAT1-AS1,3,0,1,1
LPIN1,2787,2090,3701,3046
LPIN2,2549,1819,1411,1093
LPIN3,194,74,257,270
LPL,5104,4591,5389,3916
LPO,0,0,0,0
LPP,12808,11777,5470,5070
LPP-AS1,0,0,0,0
LPP-AS2,74,56,27,17
LPXN,94,92,43,40
LRAT,0,0,0,0
LRATD1,0,0,0,0
LRATD2,671,606,129,101
LRBA,4181,3764,4066,3139
LRCH1,755,584,536,417
LRCH2,0,0,1,1
LRCH3,2419,2028,1650,1417
LRCH4,64,13,99,84
LRCOL1,0,0,0,0
LRFN1,14,8,54,48
LRFN2,0,0,0,0
LRFN3,39,17,37,39
LRFN4,140,26,627,720
LRFN5,0,0,0,0
LRG1,10,3,120,176
LRGUK,16,25,5,9
LRIF1,1661,1732,1279,967
LRIG1,2714,1719,922,720
LRIG2,1938,1700,1800,1257
LRIG2-DT,1,2,1,6
LRIG3,1591,1326,1180,877
LRIT1,0,0,0,0
LRIT2,0,0,0,0
LRIT3,7,0,11,2
LRMDA,68,55,37,26
LRMP,0,0,0,0
LRP1,189,54,233,242
LRP1-AS,0,0,0,0
LRP10,724,332,713,602
LRP11,3922,3392,3958,3489
LRP12,1292,1233,505,409
LRP1B,0,0,0,0
LRP2,1,5,137,139
LRP2BP,17,5,5,9
LRP3,45,12,116,118
LRP4,184,93,237,203
LRP4-AS1,6,3,2,6
LRP5,563,134,1274,1328
LRP5L,192,67,285,238
LRP6,3485,3239,2905,2415
LRP8,2513,1859,4211,3560
LRPAP1,1300,513,1713,1475
LRPPRC,24621,24079,19979,15068
LRR1,1459,1456,1305,993
LRRC1,509,537,348,254
LRRC10,0,0,0,0
LRRC10B,0,0,1,0
LRRC14,787,254,867,760
LRRC14B,0,0,0,0
LRRC15,18,6,2,1
LRRC17,3,5,6,0
LRRC18,0,0,0,0
LRRC19,0,0,0,0
LRRC2,2,0,1,0
LRRC2-AS1,1,2,0,1
LRRC20,55,20,94,90
LRRC23,103,72,96,60
LRRC24,5,0,10,8
LRRC25,0,0,0,0
LRRC26,3,0,0,2
LRRC27,139,71,119,98
LRRC28,124,105,113,96
LRRC29,4,1,6,4
LRRC3,21,11,34,23
LRRC3-DT,0,0,0,0
LRRC30,0,0,0,0
LRRC31,0,0,0,0
LRRC32,0,0,1,1
LRRC34,0,0,0,0
LRRC36,0,0,0,0
LRRC37A,23,25,20,20
LRRC37A11P,2,0,0,0
LRRC37A2,110,94,92,83
LRRC37A3,39,25,50,28
LRRC37A4P,319,281,454,400
LRRC37A5P,0,0,0,0
LRRC37A6P,28,31,35,16
LRRC37A8P,2,10,3,9
LRRC37B,343,207,178,171
LRRC38,0,0,0,0
LRRC39,10,16,15,13
LRRC3B,0,0,0,0
LRRC3C,0,0,0,0
LRRC4,0,0,0,0
LRRC40,1723,1882,1483,1143
LRRC41,1154,497,1464,1184
LRRC42,1179,864,981,759
LRRC43,0,0,1,0
LRRC45,132,34,215,219
LRRC46,5,1,4,6
LRRC47,1608,937,1645,1215
LRRC49,609,565,169,107
LRRC4B,0,0,0,0
LRRC4C,0,0,0,0
LRRC52,0,0,0,0
LRRC52-AS1,0,0,0,0
LRRC53,0,0,0,0
LRRC55,0,0,0,0
LRRC56,0,1,10,2
LRRC57,1208,1019,828,546
LRRC58,10416,11597,8910,8444
LRRC59,6832,4682,7688,5752
LRRC6,3,3,0,1
LRRC61,362,145,455,369
LRRC63,0,0,0,0
LRRC66,5,8,0,6
LRRC69,11,27,54,41
LRRC7,247,214,50,30
LRRC70,73,86,41,51
LRRC71,0,0,0,0
LRRC72,0,0,0,0
LRRC73,3,0,2,3
LRRC74A,0,0,0,0
LRRC74B,0,2,0,0
LRRC75A,42,24,17,7
LRRC75B,6,8,6,6
LRRC77P,0,0,0,0
LRRC8A,1159,495,1773,1512
LRRC8B,431,463,507,345
LRRC8C,357,380,185,162
LRRC8C-DT,0,2,0,0
LRRC8D,4169,3686,2269,1710
LRRC8E,191,110,323,263
LRRC9,0,1,0,1
LRRCC1,123,145,128,125
LRRD1,6,4,6,2
LRRFIP1,3279,3602,3236,2759
LRRFIP2,2516,2345,1653,1245
LRRIQ1,32,50,2,0
LRRIQ3,10,9,3,6
LRRIQ4,0,0,1,0
LRRK1,739,425,634,520
LRRK2,0,0,2,1
LRRN1,1,0,0,0
LRRN2,4,0,17,26
LRRN3,2,0,0,0
LRRN4,14,8,10,2
LRRN4CL,2,2,7,3
LRRTM1,0,0,0,0
LRRTM2,0,0,0,0
LRRTM3,0,0,0,0
LRRTM4,0,0,0,0
LRRTM4-AS1,0,0,0,0
LRSAM1,469,238,338,311
LRTM1,0,0,1,0
LRTM2,0,0,0,0
LRTOMT,169,98,185,120
LRWD1,238,78,317,273
LSAMP,7,2,0,2
LSAMP-AS1,0,0,0,0
LSG1,4822,3741,5160,3986
LSINCT5,0,0,0,0
LSM1,1146,1008,867,629
LSM10,130,73,349,249
LSM11,949,790,775,706
LSM12,506,484,400,331
LSM14A,5456,5455,4019,2970
LSM14B,1624,1064,1247,1069
LSM2,1656,1086,1646,1208
LSM3,1727,1598,2359,1814
LSM4,4012,2444,4553,3598
LSM5,2332,2526,1911,1748
LSM6,483,513,438,330
LSM7,439,126,588,474
LSM8,2164,2252,1626,1339
LSMEM1,174,163,114,65
LSMEM2,2,1,6,6
LSP1,0,0,0,0
LSP1P3,4,1,0,1
LSP1P4,4,0,11,1
LSP1P5,0,0,0,0
LSR,224,75,135,160
LSS,1009,281,1162,957
LST1,0,0,0,0
LTA,1,0,0,0
LTA4H,3451,3028,3091,2092
LTB,0,0,0,0
LTB4R,231,153,311,225
LTB4R2,48,45,94,44
LTBP1,1958,1300,1224,1007
LTBP2,107,42,15,17
LTBP3,65,32,92,127
LTBP4,74,8,92,109
LTBR,1180,506,1868,1464
LTC4S,0,0,5,0
LTF,14,12,0,0
LTK,1,0,2,3
LTN1,2905,3084,2164,1813
LTO1,661,477,475,361
LTV1,2279,2649,2821,2058
LUADT1,1,4,0,1
LUARIS,30,18,1,0
LUC7L,1010,763,1268,896
LUC7L2,147,139,114,90
LUC7L3,3650,4292,2635,1957
LUCAT1,321,283,254,195
LUM,12,27,42,38
LUNAR1,4,10,2,0
LURAP1,0,0,0,1
LURAP1L,1001,888,118,132
LURAP1L-AS1,54,85,1,3
LUZP1,4168,3292,3571,2683
LUZP2,96,129,158,158
LUZP4,0,0,0,0
LUZP6,0,0,0,0
LVRN,32,22,5,4
LXN,90,57,304,254
LY6D,0,1,3,4
LY6E,1866,412,4490,3630
LY6E-DT,3,0,11,5
LY6G5B,127,73,129,102
LY6G5C,0,0,2,1
LY6G6C,0,0,0,0
LY6G6D,0,0,0,0
LY6G6E,0,0,0,0
LY6G6F,0,0,0,0
LY6G6F-LY6G6D,0,0,0,0
LY6H,0,0,0,0
LY6K,378,219,623,526
LY6L,0,0,0,0
LY75,0,0,0,0
LY75-CD302,0,0,0,0
LY86,0,0,0,0
LY86-AS1,1,1,1,2
LY9,0,0,0,0
LY96,6,3,0,0
LYAR,1931,1828,2067,1517
LYG1,32,38,41,47
LYG2,0,1,0,2
LYL1,0,0,0,0
LYN,2100,1694,1620,1341
LYNX1,8,2,6,2
LYNX1-SLURP2,0,0,0,0
LYPD1,0,0,0,1
LYPD2,0,0,0,0
LYPD3,1,1,15,26
LYPD4,0,0,0,0
LYPD5,1,2,0,0
LYPD6,479,474,163,150
LYPD6B,1,0,5,7
LYPD8,0,0,0,0
LYPD9P,0,0,0,0
LYPLA1,3961,4475,2272,2279
LYPLA2,379,135,649,536
LYPLA2P2,25,2,44,29
LYPLAL1,365,420,314,232
LYPLAL1-AS1,0,0,0,0
LYPLAL1-DT,9,13,1,0
LYRM1,463,355,506,361
LYRM2,2686,2813,1770,1355
LYRM4,2533,1515,1998,1582
LYRM4-AS1,16,16,9,22
LYRM7,1023,1063,845,707
LYRM9,22,12,11,16
LYSMD1,472,314,428,314
LYSMD2,461,432,492,461
LYSMD3,1274,1545,845,763
LYSMD4,186,91,188,122
LYST,1414,1277,612,488
LYVE1,0,0,0,0
LYZ,1,0,5,1
LYZL1,0,0,0,0
LYZL2,0,0,0,0
LYZL4,1,1,0,0
LYZL6,0,0,0,0
LZIC,2274,2057,1566,1237
LZTFL1,1897,1857,953,816
LZTR1,1098,356,936,836
LZTS1,0,0,0,0
LZTS1-AS1,0,0,0,0
LZTS2,261,68,587,481
LZTS3,97,29,21,14
M1AP,0,0,0,0
M6PR,6055,5090,5871,4373
MAATS1,0,0,0,0
MAB21L1,0,0,0,0
MAB21L2,0,0,0,0
MAB21L3,81,39,51,34
MAB21L4,0,0,4,4
MACC1,22,22,6,0
MACC1-AS1,0,1,0,0
MACF1,20092,15214,11263,9167
MACIR,653,601,1039,906
MACO1,1143,899,739,566
MACROD1,265,100,367,306
MACROD2,97,87,31,15
MACROD2-AS1,0,0,0,0
MACROD2-IT1,4,8,5,3
MACROH2A1,5888,3983,5938,4722
MACROH2A2,0,0,0,0
MAD1L1,649,247,535,383
MAD2L1,2938,3313,2669,2270
MAD2L1BP,1400,892,1279,911
MAD2L2,1362,462,1490,1150
MADCAM1,0,0,0,0
MADD,1733,948,1617,1294
MADD-AS1,0,0,0,0
MAEA,896,624,799,734
MAEL,0,0,0,0
MAF,2,2,0,0
MAF1,3777,1558,3877,3202
MAFA,3,1,18,20
MAFA-AS1,0,0,0,1
MAFB,86,30,12,34
MAFF,1340,852,398,209
MAFG,1653,963,1086,807
MAFG-DT,9,7,8,3
MAFIP,227,158,192,231
MAFK,341,117,807,848
MAFTRR,0,0,0,0
MAG,0,1,1,3
MAGEA1,1987,1317,1304,1071
MAGEA10,0,0,0,0
MAGEA10-MAGEA5,0,0,0,0
MAGEA11,0,0,0,1
MAGEA12,0,3,2,0
MAGEA2,0,0,0,0
MAGEA2B,0,0,0,0
MAGEA3,84,15,145,92
MAGEA4,0,0,0,0
MAGEA4-AS1,0,0,0,0
MAGEA5,0,0,0,0
MAGEA6,1363,1027,1341,1051
MAGEA8,0,0,0,0
MAGEA8-AS1,5,1,1,1
MAGEA9,0,0,0,0
MAGEA9B,0,0,0,0
MAGEB1,0,0,0,0
MAGEB10,0,0,0,0
MAGEB16,0,0,0,0
MAGEB17,0,0,0,0
MAGEB18,0,0,0,0
MAGEB2,0,0,0,0
MAGEB3,0,0,0,0
MAGEB4,0,0,0,0
MAGEB5,0,0,0,0
MAGEB6,0,0,1,0
MAGEC1,0,0,0,0
MAGEC2,0,0,0,0
MAGEC3,0,0,0,0
MAGED1,663,450,645,459
MAGED2,1728,943,2055,1693
MAGED4,0,0,0,0
MAGED4B,0,0,0,0
MAGEE1,0,0,0,0
MAGEE2,0,0,0,0
MAGEF1,1245,975,935,759
MAGEH1,0,0,0,0
MAGEL2,0,0,0,0
MAGI1,1076,1062,594,532
MAGI1-AS1,0,0,0,0
MAGI1-IT1,61,37,65,40
MAGI2,18,10,4,2
MAGI2-AS2,0,0,0,0
MAGI2-AS3,0,0,0,0
MAGI3,1038,964,1042,784
MAGIX,33,12,49,32
MAGOH,1193,1274,1076,794
MAGOH2P,0,5,0,0
MAGOHB,1815,1763,1748,1436
MAGT1,11507,10174,7580,6035
MAIP1,990,973,969,695
MAJIN,0,0,0,0
MAK,31,26,8,10
MAK16,5109,5106,3632,2651
MAL,0,0,0,0
MAL2,4545,4626,3503,3042
MAL2-AS1,0,0,0,0
MALAT1,178146,215744,178549,179382
MALINC1,49,51,40,35
MALL,0,0,1,3
MALRD1,0,0,0,0
MALSU1,1080,921,1430,1004
MALT1,1359,1328,1062,929
MAMDC2,703,680,120,119
MAMDC2-AS1,7,0,3,1
MAMDC4,23,3,77,90
MAML1,1246,749,1175,1182
MAML2,502,487,165,119
MAML3,6,6,15,11
MAMLD1,192,135,101,130
MAMSTR,9,3,4,4
MAN1A1,905,893,1748,1529
MAN1A2,5229,5543,4592,3539
MAN1B1,1868,750,2283,1873
MAN1B1-DT,54,39,55,56
MAN1C1,6,2,6,2
MAN2A1,6331,6235,3623,2854
MAN2A2,1123,622,976,727
MAN2B1,301,106,413,361
MAN2B2,200,130,184,196
MAN2C1,654,216,928,911
MANBA,2168,1722,946,712
MANBAL,964,450,830,677
MANCR,6,8,1,0
MANEA,975,939,786,623
MANEA-DT,12,18,6,16
MANEAL,726,350,1682,1436
MANF,1440,1196,1679,1313
MANSC1,70,46,70,47
MANSC4,1,0,0,0
MAOA,1504,1175,155,116
MAOB,184,156,2061,1777
MAP10,0,0,0,0
MAP11,256,105,272,244
MAP1A,7,3,17,14
MAP1B,1311,1344,24,13
MAP1LC3A,17,1,5,8
MAP1LC3B,2130,2348,1119,930
MAP1LC3B2,447,526,244,230
MAP1LC3C,1,1,2,4
MAP1S,63,23,127,131
MAP2,75,40,26,41
MAP2K1,2526,1853,2418,1907
MAP2K2,1537,462,1660,1486
MAP2K3,645,223,939,993
MAP2K4,1590,1447,1916,1449
MAP2K4P1,10,20,23,19
MAP2K5,331,258,273,260
MAP2K6,289,242,1788,1451
MAP2K7,341,134,369,313
MAP3K1,3446,3262,1959,1379
MAP3K10,73,29,88,69
MAP3K11,285,65,430,433
MAP3K12,140,73,76,47
MAP3K13,734,672,519,371
MAP3K14,786,292,817,713
MAP3K14-AS1,0,0,6,11
MAP3K15,442,287,134,104
MAP3K19,0,0,0,0
MAP3K2,7469,8194,4550,3582
MAP3K20,5927,5730,5029,3732
MAP3K20-AS1,0,0,0,0
MAP3K21,487,341,1002,926
MAP3K3,550,244,533,424
MAP3K4,2885,2443,2394,1860
MAP3K5,600,623,560,451
MAP3K5-AS1,0,0,0,0
MAP3K6,199,54,437,391
MAP3K7,3813,3498,2371,1994
MAP3K7CL,77,53,1,2
MAP3K8,486,429,860,619
MAP3K9,1380,908,1217,959
MAP4,9163,6157,7389,6808
MAP4K1,9,8,13,6
MAP4K2,261,58,277,171
MAP4K3,1603,1640,1056,843
MAP4K3-DT,37,27,29,29
MAP4K4,7143,6436,4040,2996
MAP4K5,3579,4023,2795,2333
MAP6,0,0,0,1
MAP6D1,102,75,157,133
MAP7,520,419,2147,1802
MAP7D1,684,250,544,467
MAP7D2,8,12,3,3
MAP7D3,3860,3835,2907,2176
MAP9,0,0,0,0
MAPK1,10871,8483,8964,6770
MAPK10,28,23,15,4
MAPK10-AS1,0,1,0,0
MAPK11,68,16,85,33
MAPK12,174,56,309,269
MAPK13,33,24,43,28
MAPK14,4917,4127,3725,2708
MAPK15,5,1,25,17
MAPK1IP1L,3275,2890,3024,3106
MAPK3,127,43,268,266
MAPK4,0,0,1,0
MAPK6,5583,5578,4586,3476
MAPK6-DT,10,3,5,2
MAPK7,90,30,127,88
MAPK8,2350,2213,1289,985
MAPK8IP1,134,30,122,80
MAPK8IP1P2,1,0,1,0
MAPK8IP2,8,5,5,8
MAPK8IP3,150,51,312,268
MAPK9,1552,1213,1553,1206
